transaction_id,day_of_week,is_weekend,is_month_start,is_month_end,location_type,account_type,account_balance,monthly_income,age,num_prev_withdrawals,hour_of_day,nearby_shops,withdrawal_amount
TXN000150,2,0,0,1,0,2,21606.99,29512.95,67,1,4,35,3438.13
TXN000151,3,0,0,1,0,2,29755.97,50694.43,38,11,4,27,3249.9
TXN000152,5,1,0,1,0,0,70805.71,146675.53,48,5,8,12,4945.07
TXN000153,2,0,1,0,0,2,68513.26,145194.1,53,4,4,35,4425.97
TXN000154,2,0,1,0,1,1,80139.8,125872.87,37,3,1,0,3905.86
TXN000155,0,0,1,0,0,0,18794.73,42550.85,61,5,6,42,923.9
TXN000156,2,0,0,1,1,0,35551.85,71824.3,37,12,14,8,2931.07
TXN000157,4,0,0,1,1,2,13025.38,71569.6,62,3,22,48,4067.58
TXN000158,6,1,1,0,1,0,54333.4,64176.25,53,9,7,19,3282.96
TXN000159,5,1,0,1,2,0,29610.77,16283.24,63,3,2,42,4113.75
TXN000160,2,0,1,1,1,2,69049.1,84833.83,35,5,10,41,5149.05
TXN000161,0,0,0,1,2,0,534.26,20193.68,23,10,22,16,1607.92
TXN000162,4,0,1,0,1,1,6438.46,122268.62,50,12,9,2,2543.21
TXN000163,1,0,0,1,2,2,43539.75,106783,27,3,3,31,5731.88
TXN000164,6,1,0,1,2,1,95839.32,59383.18,35,12,11,34,6167.9
TXN000165,6,1,1,0,0,1,89139.71,100599.09,68,8,12,5,4252.21
TXN000166,5,1,1,0,1,1,99403.9,42625.18,51,14,6,5,3475.12
TXN000167,6,1,1,0,2,1,41974.61,47135.01,32,12,18,24,3993.26
TXN000168,2,0,1,0,0,0,5133.56,53978.69,20,6,15,27,1487.03
TXN000169,0,0,1,0,1,0,30942.64,121581.62,25,11,9,38,2336.28
TXN000170,6,1,0,0,0,2,67739.2,39496.79,68,12,6,0,3563.68
TXN000171,6,1,1,1,2,2,13948.8,88789.37,28,5,2,39,5333.26
TXN000172,1,0,1,1,0,1,30347.23,38065.4,63,14,1,15,1581.62
TXN000173,1,0,1,1,0,1,6088.53,49905.24,49,2,0,19,2410.07
TXN000174,3,0,0,1,1,2,47759.22,42967.38,65,10,21,23,3756.51
TXN000175,4,0,1,0,2,2,21287.61,100300.65,59,11,15,14,2981.48
TXN000176,2,0,1,1,1,2,9579.18,83742.05,34,3,12,9,4529.45
TXN000177,6,1,1,0,1,2,41415.97,110981.88,64,12,2,11,4727.37
TXN000178,6,1,0,0,0,1,35446.93,40792.08,47,1,13,36,4209.02
TXN000179,0,0,0,1,2,2,53983.01,11280.8,60,2,17,34,5038.34
TXN000180,3,0,1,1,1,0,75029.35,105271.34,25,10,10,26,4203.72
TXN000181,4,0,0,0,2,1,11700.59,26079.55,57,0,18,12,3384.91
TXN000182,3,0,1,0,1,0,79217,44482.73,24,8,23,29,2579.37
TXN000183,5,1,0,0,0,2,3115.85,52796.06,37,9,2,2,3246.25
TXN000184,4,0,1,0,1,0,44588.64,114552.29,29,2,19,34,2929.36
TXN000185,6,1,0,1,1,2,58949.31,97624.85,38,7,1,47,5718.62
TXN000186,6,1,1,0,1,0,95721.37,35797.16,45,3,23,11,3771.05
TXN000187,4,0,1,1,2,1,57605.34,93704.29,45,10,5,49,4863.48
TXN000188,6,1,0,0,0,0,16295.54,109140.72,33,7,23,28,2283.46
TXN000189,2,0,1,0,2,1,51995.41,64445.61,65,6,3,29,3158.29
TXN000190,4,0,1,0,1,0,39880.5,44433.41,27,3,12,21,2375.31
TXN000191,3,0,1,1,0,0,48195.88,105057.59,39,14,7,16,2041.65
TXN000192,4,0,1,0,2,1,20111.15,95524.77,24,6,14,26,3985.07
TXN000193,6,1,0,1,1,1,50332.29,20907.7,21,11,0,21,3700.72
TXN000194,2,0,1,1,0,2,15428.96,103335.15,41,7,15,48,4525.84
TXN000195,2,0,0,1,0,1,74532.29,78392.51,51,9,20,48,3567.12
TXN000196,5,1,0,0,1,1,59593.67,115471.65,58,2,19,6,4858.71
TXN000197,3,0,0,1,0,2,8313.51,36700.46,64,4,4,45,3497.61
TXN000198,1,0,0,1,0,1,89016.64,46150.3,31,14,12,10,3849.54
TXN000199,1,0,1,0,2,1,61829.77,86063.78,61,10,16,15,3217.95
TXN000200,4,0,1,0,0,0,31952.65,77442.69,66,14,1,35,1039.34
TXN000201,5,1,0,1,2,2,5041.42,64091.15,34,2,12,21,5790.09
TXN000202,0,0,1,1,2,2,63406.56,114444.66,62,6,1,39,6064.4
TXN000203,4,0,0,0,2,0,37657.31,89065.22,25,5,10,36,3780.96
TXN000204,5,1,1,1,2,2,90808,109438.06,59,0,14,2,7783.74
TXN000205,3,0,1,1,0,0,3970.34,31455.69,30,9,8,34,1290.62
TXN000206,3,0,1,1,0,1,4390.69,112058.36,24,4,21,48,3128.96
TXN000207,3,0,0,0,2,2,94955.28,74613.94,20,12,18,37,5772.86
TXN000208,3,0,0,1,0,1,96504.96,14727.51,41,12,3,41,2831.49
TXN000209,3,0,1,0,2,2,3260.35,42828.82,64,3,16,40,2725.87
TXN000210,5,1,0,0,2,1,71745.31,13605.89,41,14,14,37,4120.16
TXN000211,5,1,0,0,2,2,22538.74,73962.43,24,1,6,23,5100.58
TXN000212,2,0,1,1,1,2,70288.58,55623.17,47,0,22,33,4119.76
TXN000213,1,0,0,0,0,1,86938.91,148242.94,22,11,12,34,4958.22
TXN000214,6,1,1,1,0,0,10532.73,131590.58,57,12,7,10,2255.12
TXN000215,3,0,1,0,2,2,24257.26,125593.92,38,11,0,14,3363.61
TXN000216,0,0,1,1,0,0,2895.73,80156.32,66,11,8,13,1225.15
TXN000217,6,1,0,1,2,0,4861.07,122992.25,25,6,17,44,5013.95
TXN000218,5,1,1,1,0,0,3446.98,47361.75,24,6,16,16,2615.72
TXN000219,0,0,1,0,2,0,80167.89,88490.93,56,5,16,20,3929.1
TXN000220,0,0,0,1,2,0,30180.12,65008.53,19,12,7,27,3536.48
TXN000221,0,0,0,1,1,0,49574.54,33987.87,60,4,2,42,2731.48
TXN000222,2,0,0,0,2,2,78890.5,20165.88,29,8,21,37,4429.39
TXN000223,5,1,0,0,1,0,49746.89,88150.57,45,1,21,21,3024.64
TXN000224,0,0,1,1,0,2,43205.01,23669.48,61,10,10,33,3456.12
TXN000225,3,0,0,0,0,2,1651.53,110520.43,36,10,1,0,1999.01
TXN000226,4,0,0,0,1,2,57019.93,139005.59,45,13,1,22,4848.86
TXN000227,0,0,0,0,0,1,12911.94,32694.86,52,2,15,31,2665.33
TXN000228,2,0,0,1,1,0,76582.5,75931.4,29,8,16,3,4291
TXN000229,6,1,1,0,0,1,26144.9,113428.44,45,11,8,40,3629.48
TXN000230,5,1,0,1,1,0,67581.65,50157.55,43,12,0,42,3775.48
TXN000231,2,0,1,0,1,1,64799.24,138907.03,55,1,21,5,4290.45
TXN000232,0,0,0,0,2,2,61859.22,134385.18,23,2,11,15,6463.67
TXN000233,5,1,1,1,0,1,27061.72,24525.61,36,5,5,9,3241.48
TXN000234,4,0,1,0,2,2,27075.43,13835.97,44,9,10,34,3193.29
TXN000235,0,0,0,0,1,1,86373.28,146704.19,26,6,5,23,4668.03
TXN000236,2,0,1,0,2,0,1774.33,143906.5,58,1,19,9,3028.69
TXN000237,1,0,0,0,1,0,18561.5,69119.98,67,12,4,11,1739.04
TXN000238,3,0,1,1,0,1,61212.01,17078.87,27,13,12,32,2854.87
TXN000239,6,1,1,1,0,1,81796.1,96642.58,27,7,0,26,4672.91
TXN000240,2,0,1,1,0,0,36155.38,51077.42,50,8,15,24,1561.86
TXN000241,5,1,0,1,1,1,65517.62,141141.22,35,12,18,9,5240.17
TXN000242,0,0,1,1,2,1,55937.06,121252.67,27,13,10,24,4249.73
TXN000243,3,0,0,1,0,0,6921.74,100943.13,24,0,21,31,2449.11
TXN000244,0,0,1,1,1,2,62364.14,49830.54,57,5,1,41,4320.08
TXN000245,5,1,1,0,2,0,81483.4,108177.6,49,3,0,25,4488.41
TXN000246,0,0,1,1,1,0,99248.61,50483.56,60,9,12,3,3814.87
TXN000247,1,0,1,1,1,1,3449.19,15268.34,23,10,16,8,2498.15
TXN000248,3,0,1,1,0,0,66175.79,81180.84,36,9,13,26,2760.74
TXN000249,3,0,1,0,1,0,41747.68,78415.84,58,4,16,8,1644.88
TXN000250,5,1,0,1,1,1,1473.89,116820.84,60,5,9,43,4303.3
TXN000251,6,1,0,1,2,1,61628.91,131194.34,51,5,16,25,6120.29
TXN000252,1,0,0,1,0,2,12681.52,59625.59,60,14,12,10,2950.7
TXN000253,2,0,1,0,1,0,38167.4,72926.22,22,6,5,37,2862.58
TXN000254,0,0,0,1,1,2,26506.03,75856.06,36,8,3,31,4175.05
TXN000255,4,0,1,0,2,2,36435.76,55391.37,66,11,3,29,3523.69
TXN000256,0,0,0,0,1,2,49523.21,114074.17,67,3,13,38,6021.11
TXN000257,0,0,0,0,1,2,36241.35,83094.17,31,8,3,8,3633.38
TXN000258,2,0,1,0,1,0,55496.82,137953.81,27,0,23,10,3321.22
TXN000259,0,0,1,1,1,0,24245.64,101043.51,66,8,22,22,1879.09
TXN000260,1,0,0,0,1,0,63718.5,39665.52,28,11,4,16,2478.54
TXN000261,1,0,0,0,2,2,85449.42,33073.21,48,7,13,31,5659.68
TXN000262,3,0,0,1,1,1,22794.67,62133.81,19,14,14,10,2947.77
TXN000263,5,1,0,0,1,0,51033.78,58569.72,27,1,22,21,3609.92
TXN000264,6,1,1,0,1,2,65044.63,66998.46,38,14,7,49,4527.25
TXN000265,4,0,0,0,1,2,56680.3,35702.75,18,6,23,31,3475.32
TXN000266,0,0,1,0,0,2,36882.12,146951.17,63,6,10,8,3810.84
TXN000267,0,0,1,0,0,2,64398.87,30399.37,48,1,6,16,3679.95
TXN000268,2,0,0,0,0,2,3310.5,101370.83,28,7,22,24,2863.38
TXN000269,5,1,1,1,0,2,37305.67,11829.69,60,5,12,15,4750.03
TXN000270,1,0,0,1,2,0,53494.92,66974.55,27,14,13,45,4054.71
TXN000271,4,0,1,1,0,1,2551.01,53285.68,37,5,8,32,2107.32
TXN000272,3,0,1,1,2,0,51011.06,63483.45,38,11,14,1,3437.98
TXN000273,1,0,0,0,0,0,65598.32,79730.83,54,10,20,42,2233.49
TXN000274,5,1,1,0,2,2,76041.17,94052.5,54,14,7,38,5324.79
TXN000275,6,1,1,0,0,0,11780.72,91691.59,31,4,1,41,2258.14
TXN000276,3,0,0,1,1,1,99061.21,98299.91,22,11,11,11,5155.11
TXN000277,6,1,1,1,0,1,60813.69,128236.68,23,10,15,42,5251.61
TXN000278,2,0,1,0,0,2,36637.78,134140.4,41,14,7,33,4195.32
TXN000279,2,0,0,0,0,1,25284.74,113215.04,33,7,0,24,2320.5
TXN000280,0,0,0,1,1,2,57503.24,21051.91,40,14,16,13,3926.2
TXN000281,6,1,1,1,2,1,88230.31,144580.93,64,12,23,8,5479.14
TXN000282,5,1,1,1,2,1,52296.26,142635.73,55,9,18,29,5407.22
TXN000283,4,0,1,1,1,0,66316.47,109638.53,69,8,19,11,3097.14
TXN000284,3,0,0,0,0,1,36090.8,82441.47,33,13,12,9,2863.63
TXN000285,1,0,1,1,0,2,39121.15,45086.57,68,4,22,23,2959.17
TXN000286,5,1,1,1,0,1,28974.42,115889.16,69,13,14,33,3263.16
TXN000287,5,1,1,0,2,1,70710.91,132900.43,30,0,12,11,6966.39
TXN000288,2,0,1,0,2,0,36239.16,103126.26,68,10,2,25,1743.95
TXN000289,6,1,1,0,1,2,19476.28,98070.17,62,5,15,31,4868.58
TXN000290,0,0,1,1,1,2,37255.36,37020.66,25,11,8,34,3864.75
TXN000291,0,0,0,1,2,2,85455.81,60091.51,55,11,18,12,4833.93
TXN000292,3,0,0,1,0,0,73956.08,111239.07,49,0,7,18,4105.8
TXN000293,2,0,1,1,0,1,33796.76,12365.82,39,12,7,12,1854.34
TXN000294,5,1,1,0,0,2,90727.49,99777,34,4,13,21,5105.27
TXN000295,4,0,0,0,0,1,7945.85,117333.84,22,5,18,47,3373.4
TXN000296,2,0,0,1,1,1,5450.5,56858.63,25,2,12,22,3918.46
TXN000297,3,0,0,1,1,1,13183.3,20663.49,67,11,2,0,1580.97
TXN000298,3,0,1,1,2,0,12087.25,124676.71,47,0,4,7,3757.88
TXN000299,2,0,1,0,1,1,9239.51,29857.16,36,1,7,44,2840
TXN000300,3,0,1,1,0,0,66303.59,61912.15,29,13,5,38,3067.66
TXN000301,2,0,1,0,2,0,60283.82,109015.57,42,11,4,33,2774.65
TXN000302,1,0,0,1,1,0,64936.75,124378.04,61,11,20,12,3335.47
TXN000303,2,0,0,0,1,2,68992.42,130733.47,30,10,11,43,5812.63
TXN000304,6,1,0,0,1,0,75809.54,84258.41,21,11,5,48,4520.31
TXN000305,2,0,0,1,1,2,21114.1,76622.04,27,2,7,40,4112.87
TXN000306,3,0,1,0,1,0,62419.2,128764.42,65,2,21,9,2443.34
TXN000307,6,1,1,0,0,0,58214.84,88830.79,45,1,22,2,3042.91
TXN000308,3,0,0,1,0,0,94394.17,91011.1,22,5,6,27,5023.92
TXN000309,0,0,0,0,0,0,23620.59,70756.27,45,6,13,26,1832.28
TXN000310,0,0,0,1,1,1,6342.93,62193.96,61,4,8,20,3498.37
TXN000311,6,1,0,0,2,1,65522.76,77275.72,48,6,16,10,5176.25
TXN000312,1,0,0,0,0,0,74147.2,61078.65,33,11,18,23,2665.29
TXN000313,0,0,1,0,0,1,28678,58096.5,40,2,5,11,2787.82
TXN000314,2,0,1,0,1,2,57299.42,149113.01,46,14,18,6,4414.8
TXN000315,3,0,0,1,2,1,6423.84,57069.89,64,10,17,41,3707.78
TXN000316,0,0,0,1,0,1,96024.46,45893.72,38,4,20,31,4223.45
TXN000317,0,0,0,1,0,1,11437.53,59549.37,19,12,0,9,1783.75
TXN000318,1,0,1,0,2,0,7223.27,92709.39,40,2,4,27,2868.96
TXN000319,6,1,1,0,1,2,4888.96,137538.67,33,3,12,25,5246.14
TXN000320,6,1,1,1,2,0,43013.55,120301,28,5,10,28,5481.17
TXN000321,5,1,0,1,1,2,10167.39,127913.76,26,11,23,26,4089.99
TXN000322,1,0,1,1,0,0,74592.5,130261.21,19,13,8,9,3853.29
TXN000323,2,0,0,1,2,1,89937.98,138873.98,35,3,9,3,5701.18
TXN000324,6,1,1,0,2,2,26391.78,42909.97,30,12,21,41,3801.58
TXN000325,3,0,1,1,0,1,63062.93,74171.24,62,3,19,21,3686.1
TXN000326,1,0,1,0,0,2,4712.68,63927.67,25,6,18,9,2501.77
TXN000327,0,0,0,1,1,2,38963.16,63462.78,27,5,23,3,4736.38
TXN000328,3,0,0,0,0,0,29647.74,101319.71,44,11,1,6,772.84
TXN000329,3,0,1,1,0,0,23247.6,66252.43,34,11,7,49,1926.84
TXN000330,0,0,0,1,2,1,64649.99,96286.24,41,12,22,22,3618.15
TXN000331,1,0,0,0,1,1,13457.68,63519.11,38,0,17,2,3171.98
TXN000332,0,0,0,0,0,2,86140.7,53557.95,18,7,17,23,4440.16
TXN000333,5,1,0,1,2,2,66651.17,59430.8,33,0,1,46,6256.33
TXN000334,3,0,0,0,0,0,71218.15,122525.99,60,11,14,36,3533.3
TXN000335,4,0,0,1,0,0,93566.76,94147.15,50,8,16,29,4414.8
TXN000336,4,0,0,0,0,0,94266.1,146359.68,23,3,22,40,4307.75
TXN000337,2,0,1,1,0,0,55389.41,126571.87,29,6,23,11,3363.9
